"Дата операции";"УНП";"Организация";"Действие";"Путь серверный";"Путь локальный";"Имя файла";"Размер, байт"
"03-08-2023 04:07:29";"";"Treasury";"Получение c FTP TDMS-файлов";"/TMDTS/In";"Y:\In\";"TaxPayerAccount_all.rar";"91626679"
"03-08-2023 04:09:47";"";"Treasury";"Получение c FTP TDMS-файлов";"/TMDTS/In";"Y:\In\";"TaxPayer_all.rar";"70529565"
