"Дата операции";"УНП";"Организация";"Действие";"Путь серверный";"Путь локальный";"Имя файла";"Размер, байт"
"08-08-2023 13:32:14";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637500.700";"10610"
"08-08-2023 13:58:12";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0808.795";"35628"
"08-08-2023 14:04:13";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, получение с FTP";"/";"K:\PTKMAIL\MailIn\";"370100FMV.722";"12377"
"08-08-2023 15:18:17";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0808.795";"40951"
"08-08-2023 15:30:13";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-3b71812a-e385-40b4-ab66-12bd1d0de9a0.tar";"10240"
"08-08-2023 15:42:13";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-f21018a2-60b6-4286-b585-08e2a20571eb.tar";"10240"
"08-08-2023 15:46:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-2e13b0d1-7368-4e7e-a972-4653963afe2a.tar";"20480"
"08-08-2023 15:48:13";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-ebad9910-8dce-4b34-b666-0fafffb3e74f.tar";"20480"
"08-08-2023 16:08:11";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0808.795";"43422"
"08-08-2023 16:14:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-d8595dae-af13-4a15-b013-9295914c8e5e.tar";"10240"
"08-08-2023 16:18:16";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-6c2ffd17-d8cc-44fc-b77c-3937816acac1.tar";"10240"
"08-08-2023 16:30:18";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, отправка на FTP";"/";"K:\PTKMAIL\MailOut\";"470100JYU.722";"4987"
"08-08-2023 16:58:11";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0808.795";"44824"
"08-08-2023 17:04:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-37015491-ab0b-41db-acec-d11d84a76f75.tar";"10240"
"08-08-2023 17:08:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-fb357c35-0ae6-4f36-ae6c-df27df020cdb.tar";"10240"
"08-08-2023 17:30:19";"790041382";"Водоканал";"Получение с FTP";"/790041382/";"K:\E_A_in\";"f7222617.790041382";"407"
"08-08-2023 17:32:12";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413820001.722";"468"
"08-08-2023 17:32:13";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828354.722";"419"
"08-08-2023 17:32:13";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828355.722";"138709"
"08-08-2023 17:32:14";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828356.722";"3060"
"08-08-2023 17:32:14";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828358.722";"289"
"08-08-2023 17:32:14";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828359.722";"259"
"08-08-2023 17:32:15";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828360.722";"216"
