"Дата операции";"УНП";"Организация";"Действие";"Путь серверный";"Путь локальный";"Имя файла";"Размер, байт"
"02-08-2023 09:58:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637414.700";"343"
"02-08-2023 09:58:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637415.700";"316"
"02-08-2023 09:58:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637416.700";"4266"
"02-08-2023 09:58:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637417.700";"232"
"02-08-2023 10:58:10";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0208.795";"14472"
"02-08-2023 11:30:12";"790195063";"Лесхоз";"Отправка на FTP, внебюджет";"/790195063/";"K:\E_A_in\";"w7005035.790195063";"5736"
"02-08-2023 11:32:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637418.700";"26874"
"02-08-2023 11:34:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637419.700";"5515"
"02-08-2023 11:34:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637420.700";"233"
"02-08-2023 11:46:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637421.700";"2667"
"02-08-2023 11:58:11";"790195063";"Лесхоз";"Отправка на FTP, внебюджет";"/790195063/";"K:\E_A_in\";"w7005036.790195063";"3411"
"02-08-2023 12:04:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637422.700";"3155"
"02-08-2023 12:04:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637423.700";"233"
"02-08-2023 12:12:26";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0208.795";"23895"
"02-08-2023 13:22:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637424.700";"2780"
"02-08-2023 13:32:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637425.700";"31301"
"02-08-2023 14:02:11";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0208.795";"36433"
"02-08-2023 14:52:11";"700016074";"ИМНС";"ЦентрКТК, для загрузки из ИМНС";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"700016074-722-a5093bee-72d6-49cc-95fe-167ace613552.tar";"10240"
"02-08-2023 14:54:21";"700016074";"ИМНС";"Домен ГГК Доходы ""Центра КТК"", исходящие: отправка в ИМНС";"/IMNS2/IN";"K:\E_B_out\";"E#1#72A31BD2.XML";"4275"
"02-08-2023 14:56:10";"700016074";"ИМНС";"ЦентрКТК, для отправки в ИМНС";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-487b2237-e555-4e83-a81d-bd07015d2803.tar";"10240"
"02-08-2023 14:58:11";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0208.795";"43130"
"02-08-2023 15:02:10";"700016074";"ИМНС";"Домен ГГК Доходы ""Центра КТК"", входящие: получение из ИМНС";"/IMNS2/OUT";"K:\E_B_in\";"E#25000#0BA2BDF4.XML";"5297"
"02-08-2023 15:04:10";"700016074";"ИМНС";"ЦентрКТК, для отправки в ИМНС";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-dae0826f-6052-4d57-97e4-8207744e4898.tar";"10240"
"02-08-2023 15:08:10";"700016074";"ИМНС";"ЦентрКТК, для отправки в ИМНС";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-d4bc33dc-d7e4-42bd-a8c9-dd7a5d88d87c.tar";"20480"
"02-08-2023 16:52:11";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0208.795";"48614"
"02-08-2023 16:58:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-10bd0d59-7ea5-402c-9a39-27ea3d491b97.tar";"20480"
